Customer ID,Tenure,Completed tutorial,Theme,TicketCount,Continent,Country-Region,Subscription Type,Role in Org,Company Size,browser,tablet,mobile,FirstName,LastName,Email,Rating
10007885,23.0,yes,features,0,Europe,UK,Premier,publisher,< 5000,True,False,False,Cara,Ma,cara11@adventure-works.com,High
10044999,57.0,no,security,9,Europe,Germany,Premier,consumer,5000 - 50000,True,True,True,Regina,Perez,regina20@adventure-works.com,Low
10043247,36.0,no,usability,6,Europe,UK,Premier,consumer,< 5000,True,False,False,Tanya,Alvarez,tanya0@adventure-works.com,Low
10042965,33.0,no,usability,9,Europe,Spain,Premier,consumer,< 5000,True,True,True,Natalie,Allen,natalie66@adventure-works.com,Low
10042986,19.0,yes,price,7,Europe,UK,Premier,consumer,5000 - 50000,True,False,False,Mandy,Guo,mandy19@adventure-works.com,Low
10040694,18.0,no,features,2,Europe,UK,Premier,consumer,< 5000,False,False,True,Zachary,Yang,zachary25@adventure-works.com,Low
10024296,0.0,no,features,1,Europe,France,Premier,consumer,< 5000,True,False,True,Alexa,Richardson,alexa7@adventure-works.com,High
10040589,22.0,no,security,5,Europe,France,Basic,consumer,> 50000,True,True,True,Chloe,Morris,chloe47@adventure-works.com,Low
10040681,17.0,no,price,8,Europe,UK,Basic,consumer,< 5000,True,False,False,Jon,Ye,jon29@adventure-works.com,Low
10006901,25.0,yes,price,0,Europe,Germany,Premier,publisher,5000 - 50000,True,True,False,Keith,Tang,keith6@adventure-works.com,High
10038973,29.0,yes,reliability,1,Europe,France,Premier,consumer,> 50000,True,False,False,Desiree,Alvarez,desiree0@adventure-works.com,High
10024143,6.0,no,speed,1,Europe,France,Premier,consumer,5000 - 50000,True,False,False,Emily,Jones,emily3@adventure-works.com,High
10025593,24.0,yes,reliability,0,Europe,UK,Premier,consumer,5000 - 50000,True,False,False,Samuel,Campbell,samuel37@adventure-works.com,High
10039987,8.0,yes,features,6,Europe,Germany,Premier,publisher,> 50000,True,False,False,Kathleen,Romero,kathleen11@adventure-works.com,Low
10043346,13.0,no,price,5,Europe,UK,Premier,consumer,5000 - 50000,False,True,False,Zachary,Foster,zachary15@adventure-works.com,Low
10016389,27.0,yes,design,0,Europe,Germany,Premier,administrator,> 50000,True,False,True,Lucas,Henderson,lucas54@adventure-works.com,High
10038983,50.0,no,security,1,Europe,Germany,Premier,administrator,5000 - 50000,True,False,False,Rebecca,Parker,rebecca10@adventure-works.com,High
10043970,44.0,no,other,7,Europe,Spain,Premier,administrator,5000 - 50000,True,False,False,Gina,Navarro,gina10@adventure-works.com,Low
10027127,12.0,yes,speed,2,Europe,France,Premier,consumer,5000 - 50000,True,False,False,Jacqueline,Watson,jacqueline24@adventure-works.com,High
10037974,22.0,no,support,1,Europe,France,Premier,consumer,5000 - 50000,True,False,True,Richard,Blue,richard59@adventure-works.com,High
10039992,22.0,yes,price,9,Europe,UK,Premier,publisher,5000 - 50000,True,True,False,Hannah,Moore,hannah8@adventure-works.com,Low
10042119,38.0,no,reliability,9,Europe,UK,Premier,consumer,< 5000,True,False,False,Chloe,Sanchez,chloe46@adventure-works.com,Low
10043894,5.0,no,features,7,Europe,Germany,Premier,consumer,5000 - 50000,True,False,False,Carolyn,Ramos,carolyn38@adventure-works.com,Low
10023455,25.0,yes,navigation,4,Europe,France,Premier,consumer,< 5000,True,False,True,Ryan,Jenkins,ryan9@adventure-works.com,High
10043662,10.0,no,navigation,7,Europe,UK,Premier,consumer,> 50000,False,True,False,Joan,Carter,joan13@adventure-works.com,Low
10034812,20.0,yes,price,7,Europe,Germany,Premier,consumer,< 5000,True,False,False,Edgar,Srini,edgar9@adventure-works.com,High
10025950,1.0,yes,support,0,Europe,UK,Premier,consumer,5000 - 50000,True,True,False,Joy,Gutierrez,joy12@adventure-works.com,High
10036253,22.0,yes,speed,1,Europe,UK,Premier,consumer,< 5000,True,True,False,Brianna,Foster,brianna61@adventure-works.com,High
10026780,1.0,yes,speed,1,Europe,France,Premier,consumer,> 50000,True,False,False,Jake,Zheng,jake17@adventure-works.com,High
10043998,2.0,yes,price,7,Europe,UK,Premier,consumer,5000 - 50000,True,True,True,Victor,Torres,victor12@adventure-works.com,Low
10003317,16.0,yes,support,2,Europe,UK,Premier,publisher,> 50000,True,True,False,Steve,Liang,steve19@adventure-works.com,High
10014994,27.0,yes,price,0,Europe,UK,Premier,consumer,5000 - 50000,True,False,False,Richard,Garcia,richard10@adventure-works.com,High
10028138,27.0,no,speed,4,Europe,UK,Premier,consumer,> 50000,True,False,False,Taylor,Murphy,taylor8@adventure-works.com,High
10040750,25.0,no,other,8,Europe,Germany,Premier,consumer,> 50000,True,False,True,Michael,Lewis,michael53@adventure-works.com,Low
10044525,26.0,no,price,5,Europe,France,Premier,administrator,< 5000,True,False,False,Bailey,Lopez,bailey41@adventure-works.com,Low
10033132,19.0,yes,reliability,2,Europe,UK,Basic,consumer,< 5000,True,False,False,Michele,Carlson,michele52@adventure-works.com,High
10007397,18.0,yes,speed,0,Europe,France,Premier,publisher,5000 - 50000,True,True,True,Louis,Anand,louis37@adventure-works.com,High
10002303,15.0,yes,speed,1,Europe,France,Premier,publisher,5000 - 50000,True,False,False,Jonathan,Martinez,jonathan71@adventure-works.com,High
10042497,7.0,yes,price,6,Europe,UK,Premier,consumer,< 5000,False,True,False,Jonathon,Gutierrez,jonathon8@adventure-works.com,Low
10039859,18.0,yes,features,8,Europe,UK,Premier,consumer,< 5000,True,True,True,Aaron,Simmons,aaron14@adventure-works.com,High
10041151,1.0,no,speed,8,Europe,France,Premier,consumer,5000 - 50000,True,True,True,Michele,Raji,michele22@adventure-works.com,Low
10013117,11.0,no,navigation,4,Europe,Germany,Premier,publisher,5000 - 50000,True,False,False,Shannon,Gill,shannon35@adventure-works.com,High
10044793,34.0,no,services,6,Europe,Spain,Premier,consumer,< 5000,True,False,False,Brandon,Smith,brandon37@adventure-works.com,Low
10044022,4.0,no,reliability,8,Europe,UK,Basic,consumer,< 5000,False,False,True,Jake,Zeng,jake20@adventure-works.com,Low
10040553,2.0,yes,speed,7,Europe,France,Premier,consumer,5000 - 50000,True,False,False,Kimberly,Torres,kimberly7@adventure-works.com,Low
10009068,52.0,no,other,2,Europe,Germany,Premier,publisher,5000 - 50000,True,True,False,Alexandria,Peterson,alexandria28@adventure-works.com,High
10044114,4.0,no,security,8,Europe,UK,Premier,consumer,> 50000,True,False,True,Eugene,Wang,eugene5@adventure-works.com,Low
10018277,0.0,no,features,1,Europe,UK,Premier,consumer,5000 - 50000,True,True,True,Samantha,Mohamed,samantha9@adventure-works.com,High
10028573,12.0,yes,price,8,Europe,UK,Premier,consumer,5000 - 50000,True,False,True,Yiroyuki,Sato,yiroyuki0@adventure-works.com,High
10042068,7.0,no,speed,6,Europe,France,Premier,consumer,< 5000,False,False,True,Jose,Johnson,jose57@adventure-works.com,Low
10026892,23.0,no,price,1,Europe,Germany,Basic,consumer,5000 - 50000,True,False,False,Taylor,Richardson,taylor12@adventure-works.com,High
10043672,28.0,no,speed,9,Europe,France,Premier,consumer,5000 - 50000,True,False,True,Nelson,Moreno,nelson6@adventure-works.com,Low
10003573,21.0,yes,price,0,Europe,Germany,Premier,publisher,> 50000,True,False,False,Madison,Wood,madison37@adventure-works.com,High
10042366,28.0,yes,price,6,Europe,UK,Premier,consumer,< 5000,True,False,True,Emmanuel,Rana,emmanuel10@adventure-works.com,Low
10009216,1.0,yes,price,2,Europe,UK,Basic,publisher,5000 - 50000,True,False,False,Shawn,Chander,shawn17@adventure-works.com,High
10028707,16.0,yes,services,4,Europe,Germany,Premier,consumer,5000 - 50000,True,False,False,Evelyn,Suri,evelyn0@adventure-works.com,High
10021226,5.0,no,price,0,Europe,Germany,Premier,consumer,5000 - 50000,True,False,True,Benjamin,Ross,benjamin5@adventure-works.com,High
10041935,20.0,yes,governance,9,Europe,Germany,Basic,consumer,5000 - 50000,True,False,False,Dakota,Diaz,dakota18@adventure-works.com,Low
10023513,3.0,yes,support,5,Europe,France,Basic,consumer,5000 - 50000,True,False,False,Abby,Patel,abby2@adventure-works.com,High
10042097,7.0,no,security,9,Europe,UK,Premier,consumer,5000 - 50000,True,False,True,Jordyn,Russell,jordyn18@adventure-works.com,Low
10024358,20.0,yes,support,2,Europe,France,Premier,consumer,5000 - 50000,True,False,False,Leslie,Munoz,leslie8@adventure-works.com,High
10044509,15.0,no,features,7,Europe,UK,Premier,consumer,< 5000,False,True,False,Kayla,Jones,kayla3@adventure-works.com,Low
10040958,15.0,no,price,9,Europe,UK,Premier,consumer,5000 - 50000,False,False,True,Nelson,Ramos,nelson16@adventure-works.com,Low
10017372,29.0,yes,navigation,1,Europe,France,Premier,consumer,> 50000,False,False,True,Vincent,Hu,vincent20@adventure-works.com,High
10007895,4.0,yes,price,7,Europe,UK,Premier,publisher,5000 - 50000,True,True,True,Marco,Madan,marco8@adventure-works.com,High
10026223,17.0,yes,design,3,Europe,UK,Basic,consumer,5000 - 50000,True,False,False,Christy,Pal,christy29@adventure-works.com,High
10020557,12.0,yes,features,3,Europe,UK,Basic,consumer,5000 - 50000,True,True,False,Sydney,Lopez,sydney62@adventure-works.com,High
10044647,33.0,yes,reliability,5,Europe,France,Premier,consumer,< 5000,True,False,True,Seth,Wood,seth50@adventure-works.com,Low
10003696,4.0,yes,price,2,Europe,UK,Basic,publisher,5000 - 50000,True,True,False,Shawn,Anand,shawn24@adventure-works.com,High
10036833,24.0,no,speed,1,Europe,France,Premier,consumer,5000 - 50000,False,False,True,Gabrielle,Bryant,gabrielle40@adventure-works.com,High
10021681,22.0,yes,speed,3,Europe,France,Premier,consumer,5000 - 50000,True,True,True,Frank,Gill,frank21@adventure-works.com,High
10040115,24.0,yes,design,4,Europe,Germany,Basic,publisher,< 5000,True,False,False,Marcus,Rivera,marcus83@adventure-works.com,Low
10040732,3.0,no,other,4,Europe,Germany,Basic,consumer,5000 - 50000,False,False,True,Xavier,Scott,xavier27@adventure-works.com,Low
10043056,10.0,no,reliability,9,Europe,UK,Basic,consumer,> 50000,False,False,True,Wayne,Yuan,wayne8@adventure-works.com,Low
10000108,21.0,no,features,3,Europe,UK,Premier,publisher,> 50000,True,True,True,Kari,Alvarez,kari25@adventure-works.com,High
10009617,17.0,yes,price,0,Europe,UK,Premier,publisher,5000 - 50000,True,True,False,Chloe,Johnson,chloe35@adventure-works.com,High
10043219,29.0,no,features,9,Europe,UK,Basic,consumer,5000 - 50000,True,False,False,Tonya,Nara,tonya16@adventure-works.com,Low
10027846,13.0,no,navigation,0,Europe,France,Premier,consumer,< 5000,True,False,False,Seth,Gonzalez,seth35@adventure-works.com,High
10041165,21.0,yes,speed,9,Europe,France,Premier,consumer,> 50000,True,True,False,Elijah,Kumar,elijah2@adventure-works.com,Low
10044910,41.0,no,usability,9,Europe,Spain,Premier,consumer,< 5000,True,False,True,Billy,Ortega,billy22@adventure-works.com,Low
10030832,24.0,yes,services,9,Europe,Germany,Premier,consumer,> 50000,True,False,False,Tiffany,Chen,tiffany2@adventure-works.com,High
10019420,27.0,no,services,1,Europe,UK,Premier,consumer,5000 - 50000,True,False,False,Hunter,Clark,hunter51@adventure-works.com,High
10017470,17.0,no,speed,7,Europe,France,Basic,consumer,< 5000,True,False,False,Tamara,Tang,tamara15@adventure-works.com,High
10043565,12.0,no,other,7,Europe,UK,Premier,consumer,> 50000,True,True,True,Sarah,Diaz,sarah46@adventure-works.com,Low
10016300,0.0,no,features,0,Europe,UK,Premier,consumer,< 5000,True,False,False,Robert,Baker,robert58@adventure-works.com,High
10044979,1.0,no,price,5,Europe,Germany,Premier,consumer,5000 - 50000,False,True,False,Maria,Cook,maria5@adventure-works.com,Low
10001223,1.0,yes,price,9,Europe,Germany,Premier,publisher,5000 - 50000,True,False,False,Felicia,Vazquez,felicia14@adventure-works.com,High
10044140,29.0,no,usability,5,Europe,UK,Premier,consumer,< 5000,True,False,False,Willie,Black,willie39@adventure-works.com,Low
10008791,10.0,no,other,1,Europe,Germany,Premier,publisher,> 50000,True,False,False,Warren,Zhou,warren24@adventure-works.com,High
10043435,25.0,no,speed,9,Europe,France,Premier,consumer,5000 - 50000,True,False,False,Wyatt,Hayes,wyatt51@adventure-works.com,Low
10017340,,yes,price,0,Europe,UK,Basic,consumer,< 5000,True,False,True,Lucas,Butler,lucas62@adventure-works.com,High
10041915,18.0,yes,design,1,Europe,UK,Premier,consumer,5000 - 50000,True,False,False,Michelle,Blue,michelle14@adventure-works.com,Low
10041348,27.0,no,navigation,9,Europe,Germany,Premier,consumer,5000 - 50000,True,False,False,Nathan,Robinson,nathan52@adventure-works.com,Low
10042636,1.0,yes,speed,2,Europe,Spain,Premier,consumer,5000 - 50000,True,False,True,Levi,Malhotra,levi4@adventure-works.com,Low
10021705,19.0,no,features,0,Europe,UK,Premier,consumer,5000 - 50000,True,False,True,Glenn,Zhao,glenn11@adventure-works.com,High
10018110,16.0,yes,features,2,Europe,UK,Basic,consumer,5000 - 50000,True,False,True,Sydney,Smith,sydney64@adventure-works.com,High
10040679,28.0,no,security,9,Europe,Germany,Basic,consumer,> 50000,True,False,False,Deborah,Xu,deborah9@adventure-works.com,Low
10008745,3.0,yes,price,0,Europe,UK,Basic,publisher,< 5000,True,True,False,Kayla,Simmons,kayla39@adventure-works.com,High
10018957,3.0,yes,security,0,Europe,Germany,Basic,consumer,5000 - 50000,True,False,False,Grace,Henderson,grace52@adventure-works.com,High
10044299,11.0,no,features,8,Europe,Spain,Premier,consumer,> 50000,False,False,True,Jerry,Chande,jerry16@adventure-works.com,Low
10038111,59.0,no,security,0,Europe,UK,Premier,administrator,5000 - 50000,True,True,True,Logan,Turner,logan31@adventure-works.com,High
10002546,21.0,yes,services,4,Europe,UK,Basic,publisher,> 50000,True,False,False,Mitchell,Jai,mitchell10@adventure-works.com,High
10027049,6.0,no,support,0,Europe,France,Premier,consumer,5000 - 50000,True,False,False,Patricia,Saunders,patricia14@adventure-works.com,High
10007136,0.0,yes,speed,1,Europe,France,Premier,publisher,> 50000,True,False,False,Carl,Xie,carl3@adventure-works.com,High
10006427,17.0,yes,speed,2,Europe,France,Premier,publisher,5000 - 50000,True,False,True,Adam,Russell,adam16@adventure-works.com,High
10009357,25.0,no,design,0,Europe,UK,Premier,publisher,5000 - 50000,True,True,False,Julian,Price,julian1@adventure-works.com,High
10016394,12.0,yes,speed,2,Europe,France,Premier,consumer,< 5000,True,False,False,Kyle,Alexander,kyle14@adventure-works.com,High
10040355,16.0,no,speed,5,Europe,France,Basic,publisher,5000 - 50000,True,False,False,Brittany,Hughes,brittany10@adventure-works.com,Low
10040981,24.0,yes,features,9,Europe,UK,Premier,consumer,< 5000,False,True,False,Julia,Campbell,julia6@adventure-works.com,Low
10034224,16.0,yes,price,6,Europe,UK,Basic,consumer,5000 - 50000,True,True,True,Donald,Lopez,donald18@adventure-works.com,High
10036452,15.0,yes,speed,7,Europe,France,Premier,consumer,5000 - 50000,True,True,False,Marcus,Morgan,marcus89@adventure-works.com,High
10004199,23.0,no,price,1,Europe,UK,Premier,publisher,5000 - 50000,True,False,True,Joe,Jordan,joe5@adventure-works.com,High
10019501,0.0,no,price,0,Europe,UK,Premier,consumer,5000 - 50000,True,False,False,David,Simmons,david48@adventure-works.com,High
10021435,19.0,no,features,3,Europe,UK,Premier,consumer,< 5000,True,False,False,Dylan,Hughes,dylan10@adventure-works.com,High
10040398,9.0,no,features,9,Europe,UK,Premier,consumer,5000 - 50000,True,True,False,Sydney,Jones,sydney67@adventure-works.com,Low
10041658,21.0,no,support,6,Europe,UK,Premier,consumer,5000 - 50000,True,False,True,Clifford,Perez,clifford20@adventure-works.com,Low
10043855,28.0,no,support,8,Europe,France,Premier,consumer,< 5000,True,True,False,Joel,Madan,joel7@adventure-works.com,Low
10026924,21.0,yes,speed,0,Europe,France,Premier,consumer,5000 - 50000,True,False,False,Alicia,Sharma,alicia7@adventure-works.com,High
10016336,23.0,no,price,1,Europe,Spain,Basic,consumer,5000 - 50000,True,False,True,George,Suri,george6@adventure-works.com,High
10041420,9.0,no,speed,6,Europe,France,Premier,consumer,< 5000,True,False,False,Alison,Goel,alison20@adventure-works.com,Low
10003807,5.0,yes,speed,1,Europe,France,Premier,publisher,> 50000,True,True,False,Brenda,Martinez,brenda21@adventure-works.com,High
10041511,0.0,yes,features,7,Europe,France,Basic,consumer,5000 - 50000,True,True,False,Emma,Flores,emma58@adventure-works.com,Low
10026911,20.0,yes,support,3,Europe,France,Premier,consumer,< 5000,True,False,True,Troy,Lopez,troy18@adventure-works.com,High
10044570,44.0,no,security,8,Europe,Germany,Premier,consumer,> 50000,True,False,False,Patrick,Ramirez,patrick13@adventure-works.com,Low
10044520,28.0,no,services,5,Europe,Spain,Premier,consumer,> 50000,True,False,True,Kelsey,Goel,kelsey18@adventure-works.com,Low
10014679,15.0,no,speed,0,Europe,France,Basic,consumer,5000 - 50000,True,False,False,Meredith,Rodriguez,meredith19@adventure-works.com,High
10041066,2.0,yes,price,8,Europe,UK,Premier,publisher,5000 - 50000,True,False,False,Diana,Sanz,diana19@adventure-works.com,Low
10000568,23.0,yes,features,0,Europe,UK,Premier,publisher,> 50000,True,False,False,Alexia,Foster,alexia13@adventure-works.com,High
10041889,11.0,yes,reliability,7,Europe,UK,Premier,consumer,< 5000,True,False,False,Donald,Patel,donald5@adventure-works.com,Low
10003800,14.0,yes,reliability,4,Europe,Germany,Premier,publisher,< 5000,True,False,True,Abby,Arthur,abby5@adventure-works.com,High
10038885,,no,features,1,Europe,France,Premier,consumer,< 5000,True,False,True,Vanessa,Russell,vanessa20@adventure-works.com,High
10008131,39.0,yes,navigation,2,Europe,UK,Premier,publisher,5000 - 50000,True,False,False,Mason,Blue,mason13@adventure-works.com,High
10041595,5.0,no,speed,5,Europe,France,Premier,consumer,< 5000,True,False,True,Troy,Srini,troy9@adventure-works.com,Low
10011418,29.0,yes,price,1,Europe,UK,Basic,publisher,5000 - 50000,True,True,False,Jacob,Smith,jacob1@adventure-works.com,High
10020132,27.0,yes,features,0,Europe,France,Basic,consumer,5000 - 50000,True,False,False,Lori,Dominguez,lori14@adventure-works.com,High
10009630,19.0,no,price,0,Europe,UK,Premier,publisher,< 5000,True,True,True,Diane,Alonso,diane13@adventure-works.com,High
10044273,9.0,no,features,9,Europe,UK,Premier,consumer,> 50000,True,False,True,Kelvin,Xu,kelvin30@adventure-works.com,Low
10041111,17.0,no,features,9,Europe,France,Premier,publisher,< 5000,True,False,False,Kelvin,Wang,kelvin21@adventure-works.com,Low
10041616,1.0,yes,services,6,Europe,UK,Premier,consumer,5000 - 50000,True,True,False,Edgar,Gonzalez,edgar19@adventure-works.com,Low
10040261,28.0,yes,speed,9,Europe,UK,Premier,publisher,> 50000,True,False,True,Kyle,Campbell,kyle37@adventure-works.com,Low
10002776,23.0,yes,security,2,Europe,UK,Basic,publisher,5000 - 50000,True,True,False,Miguel,Carter,miguel36@adventure-works.com,High
10025912,28.0,yes,services,2,Europe,Germany,Premier,consumer,5000 - 50000,True,True,False,Alexis,Henderson,alexis27@adventure-works.com,High
10045194,9.0,yes,speed,5,Europe,UK,Premier,consumer,< 5000,True,False,False,Neil,Carlson,neil17@adventure-works.com,Low
10005500,25.0,yes,price,0,Europe,Germany,Basic,publisher,5000 - 50000,True,False,False,Chloe,Perry,chloe74@adventure-works.com,High
10002296,39.0,yes,services,1,Europe,UK,Premier,publisher,5000 - 50000,True,True,False,Seth,Anderson,seth10@adventure-works.com,High
10040285,11.0,no,speed,9,Europe,France,Premier,publisher,< 5000,False,False,True,Steve,Liang,steve19@adventure-works.com,Low
10044803,16.0,no,speed,9,Europe,France,Premier,consumer,< 5000,True,False,False,Isabelle,Coleman,isabelle6@adventure-works.com,Low
10013697,8.0,no,reliability,3,Europe,UK,Basic,consumer,5000 - 50000,True,False,False,Manuel,Rodriguez,manuel17@adventure-works.com,High
10044340,23.0,yes,price,7,Europe,UK,Premier,consumer,< 5000,True,False,False,Jeremiah,Thomas,jeremiah3@adventure-works.com,Low
10043223,2.0,no,reliability,5,Europe,UK,Premier,consumer,5000 - 50000,True,True,False,Carly,Nath,carly16@adventure-works.com,Low
10042136,36.0,no,usability,6,Europe,Germany,Premier,consumer,< 5000,True,False,False,Kathryn,Ashe,kathryn20@adventure-works.com,Low
10043302,23.0,no,speed,3,Europe,France,Premier,consumer,< 5000,True,False,False,Luis,Lopez,luis52@adventure-works.com,Low
10024646,15.0,yes,speed,0,Europe,France,Premier,consumer,< 5000,True,False,False,Rachel,Blue,rachel50@adventure-works.com,High
10044068,9.0,no,price,7,Europe,UK,Premier,consumer,5000 - 50000,True,False,True,Kyle,Li,kyle22@adventure-works.com,Low
10028423,15.0,yes,reliability,6,Europe,UK,Basic,consumer,< 5000,True,False,False,Joshua,Johnson,joshua3@adventure-works.com,High
10041385,29.0,no,speed,5,Europe,France,Premier,consumer,< 5000,True,True,True,Alvin,Lu,alvin11@adventure-works.com,Low
10019471,22.0,no,speed,8,Europe,UK,Premier,consumer,5000 - 50000,True,False,False,Diane,Vazquez,diane19@adventure-works.com,High
10044223,49.0,no,security,4,Europe,Germany,Premier,administrator,> 50000,True,False,False,Rachel,Griffin,rachel69@adventure-works.com,Low
10042938,27.0,no,speed,5,Europe,France,Premier,consumer,< 5000,False,False,True,Katherine,Foster,katherine42@adventure-works.com,Low
10045147,17.0,no,price,9,Europe,France,Premier,consumer,< 5000,True,False,True,Gloria,Sanz,gloria20@adventure-works.com,Low
10042702,18.0,no,speed,3,Europe,France,Premier,consumer,< 5000,True,False,False,Emma,Martinez,emma16@adventure-works.com,Low
10041267,13.0,yes,speed,2,Europe,UK,Premier,consumer,< 5000,False,True,True,Charles,Lopez,charles32@adventure-works.com,Low
10042046,24.0,no,features,8,Europe,France,Premier,consumer,< 5000,True,False,False,Nicole,James,nicole43@adventure-works.com,Low
10042508,7.0,yes,security,9,Europe,France,Premier,consumer,5000 - 50000,True,True,True,Theodore,Browning,theodore16@adventure-works.com,Low
10043128,18.0,yes,reliability,1,Europe,UK,Premier,consumer,5000 - 50000,True,False,True,Louis,Andersen,louis29@adventure-works.com,Low
10043975,12.0,no,reliability,9,Europe,UK,Premier,consumer,< 5000,True,False,False,Michele,Suri,michele55@adventure-works.com,Low
10042089,,no,support,6,Europe,France,Premier,consumer,< 5000,False,True,False,Kaitlyn,Ross,kaitlyn71@adventure-works.com,Low
10044320,19.0,yes,services,6,Europe,Germany,Premier,consumer,5000 - 50000,True,False,False,Noah,Thomas,noah51@adventure-works.com,Low
10041188,29.0,no,price,5,Europe,UK,Premier,consumer,< 5000,True,False,False,Micah,Liu,micah14@adventure-works.com,Low
10042857,29.0,no,speed,5,Europe,France,Premier,consumer,< 5000,True,True,True,Daniel,Rodriguez,daniel21@adventure-works.com,Low
10042157,26.0,yes,price,6,Europe,Germany,Premier,consumer,5000 - 50000,True,False,True,Amanda,Hughes,amanda32@adventure-works.com,Low
10042293,22.0,yes,speed,6,Europe,France,Premier,consumer,5000 - 50000,True,False,True,Emma,Williams,emma1@adventure-works.com,Low
10043471,8.0,no,features,9,Europe,France,Premier,consumer,5000 - 50000,True,False,False,Molly,Suri,molly1@adventure-works.com,Low
10000957,46.0,yes,security,1,Europe,UK,Basic,publisher,5000 - 50000,True,True,True,Courtney,Hernandez,courtney14@adventure-works.com,High
10012804,27.0,no,other,0,Europe,Germany,Basic,administrator,5000 - 50000,True,False,False,Kristen,Ma,kristen14@adventure-works.com,High
10036261,19.0,yes,reliability,0,Europe,UK,Premier,consumer,> 50000,True,False,True,Brittany,Wood,brittany2@adventure-works.com,High
10005974,15.0,yes,reliability,0,Europe,UK,Premier,publisher,< 5000,True,False,False,Paige,Rivera,paige41@adventure-works.com,High
10043506,9.0,no,features,5,Europe,UK,Premier,consumer,5000 - 50000,True,False,False,Brianna,Bell,brianna31@adventure-works.com,Low
10027785,28.0,no,price,4,Europe,UK,Premier,consumer,< 5000,True,True,False,Gloria,Bradley,gloria16@adventure-works.com,High
10030563,20.0,yes,price,4,Europe,UK,Premier,consumer,5000 - 50000,True,False,False,Justine,Ryan,justine0@adventure-works.com,High
10043515,14.0,no,navigation,5,Europe,UK,Premier,consumer,> 50000,True,False,False,Alejandro,Yuan,alejandro33@adventure-works.com,Low
10040140,28.0,yes,price,6,Europe,UK,Premier,publisher,5000 - 50000,True,True,False,Carla,Garcia,carla17@adventure-works.com,Low
10039930,3.0,yes,features,9,Europe,Spain,Premier,publisher,< 5000,True,False,False,Dawn,Li,dawn4@adventure-works.com,Low
10008407,10.0,yes,usability,4,Europe,UK,Premier,publisher,< 5000,True,False,False,Sarah,Perry,sarah32@adventure-works.com,High
10036424,10.0,yes,price,0,Europe,Germany,Premier,consumer,5000 - 50000,True,False,False,Kristine,Serrano,kristine17@adventure-works.com,High
10017184,12.0,yes,services,1,Europe,UK,Basic,consumer,> 50000,True,False,False,Madison,Russell,madison32@adventure-works.com,High
10041598,9.0,no,governance,9,Europe,UK,Premier,administrator,< 5000,True,False,False,Nichole,Tang,nichole4@adventure-works.com,Low
10042502,3.0,yes,services,9,Europe,UK,Premier,consumer,> 50000,True,False,True,Claudia,Holt,claudia18@adventure-works.com,Low
10033143,18.0,yes,reliability,0,Europe,UK,Premier,consumer,5000 - 50000,True,False,True,Lee,Navarro,lee8@adventure-works.com,High
